"PRENOM";"NOM";"EMAIL";"TELEPHONE";"DATE_NAISSANCE";"ADRESSE";"CODE_POSTAL";"VILLE";"DIPLOME";"ANNEES_EXPERIENCE";"POSTE_VISE";"SALAIRE_SOUHAITE";"DATE_CANDIDATURE";"STATUT"
"Sandrine";"Dumont";"sandrine-dumont@protonmail.com";"+33 6 83 46 14 88";"1992-10-29";"120 Rue Jean Moulin";"66000";"Perpignan";"Bac+2 (BTS/DUT)";"16";"Scrum Master";"73595.86";"2025-11-01";"OFFRE"
"Mathilde";"Martin";"mathilde-martin@hotmail.fr";"+33 6 63 22 56 42";"1990-03-09";"133 Place du Marché";"17000";"La Rochelle";"Bac+2 (BTS/DUT)";"21";"Comptable";"52357.38";"2025-09-24";"ENTRETIEN"
"René";"Bonnet";"rene-bonnet@hotmail.fr";"+33 6 18 28 33 11";"2003-05-18";"52 Rue Nationale";"13100";"Aix-en-Provence";"Bac+8 (Doctorat)";"12";"Product Owner";"33991.65";"2025-07-27";"ENTRETIEN"
"Manon";"Maréchal";"manonmarechal@yahoo.fr";"+33 6 80 55 58 79";"1994-02-09";"26 Chemin du Moulin";"34000";"Montpellier";"Bac+3 (Licence)";"4";"Scrum Master";"79341.55";"2025-11-05";"ENTRETIEN"
"Raphaël";"Faure";"raphael-faure@gmail.com";"+33 6 41 14 22 91";"1980-05-20";"46 Boulevard Voltaire";"51100";"Reims";"MBA";"14";"Responsable RH";"41252.26";"2025-04-09";"REFUSE"
"Véronique";"Dumont";"veronique.dumont@outlook.fr";"+33 6 15 43 92 38";"2005-03-11";"8 Rue Lafayette";"45000";"Orléans";"Bac+5 (Master/Ingénieur)";"7";"Data Engineer";"29908.13";"2025-01-19";"EN_COURS"
"Alexandre";"Arnaud";"alexandre-arnaud@yahoo.fr";"+33 6 99 71 65 86";"2002-04-14";"28 Rue de la République";"80000";"Amiens";"Bac+5 (Master/Ingénieur)";"18";"Architecte Cloud";"31846.24";"2025-09-17";"EMBAUCHE"
"Laetitia";"Leclerc";"laetitia-leclerc@gmail.com";"+33 6 29 75 48 70";"2002-05-22";"116 Rue du Faubourg Saint-Honoré";"06000";"Nice";"Bac Pro";"19";"Consultant BI";"55880.74";"2026-02-08";"ENTRETIEN"
"Mathilde";"Dupont";"mathilde.dupont@outlook.fr";"+33 6 37 17 64 56";"1990-09-21";"116 Rue Victor Hugo";"84000";"Avignon";"Bac+8 (Doctorat)";"2";"Chef de Projet";"48281.33";"2025-03-09";"REFUSE"
"Thierry";"Bertrand";"thierrybertrand@hotmail.fr";"+33 6 65 22 94 72";"1985-09-21";"8 Avenue des Champs-Élysées";"84000";"Avignon";"Bac+2 (BTS/DUT)";"5";"Scrum Master";"30614.82";"2025-06-26";"REFUSE"
"Anne";"Arnaud";"annearnaud@outlook.fr";"+33 6 85 44 79 80";"1979-06-20";"64 Rue de la République";"76000";"Rouen";"CAP/BEP";"22";"Data Engineer";"33233.62";"2025-09-19";"OFFRE"
"Lucas";"Roussel";"lucas-roussel@gmail.com";"+33 6 27 96 51 92";"1988-06-06";"6 Place du Marché";"51100";"Reims";"Bac+8 (Doctorat)";"0";"Comptable";"47469.19";"2025-06-07";"EMBAUCHE"
"Sylvain";"Bernard";"sylvainbernard@gmail.com";"+33 6 80 88 53 11";"1980-05-29";"86 Rue Pasteur";"13001";"Marseille";"CAP/BEP";"5";"Ingénieur Machine Learning";"81218.07";"2025-01-02";"REFUSE"
"Céline";"Hubert";"celine.hubert@hotmail.fr";"+33 6 29 87 78 32";"1998-12-21";"4 Rue Nationale";"21000";"Dijon";"Bac+3 (Licence)";"16";"DevOps";"46229.62";"2025-04-08";"EN_COURS"
"Étienne";"Gaillard";"etiennegaillard@yahoo.fr";"+33 6 98 43 29 17";"1980-07-30";"24 Boulevard Gambetta";"51100";"Reims";"Bac+5 (Master/Ingénieur)";"9";"Analyste Données";"83768.07";"2025-12-31";"REFUSE"
"Henri";"Lefèvre";"henri-lefevre@yahoo.fr";"+33 6 73 91 84 69";"1997-11-05";"50 Rue Victor Hugo";"37000";"Tours";"Bac+2 (BTS/DUT)";"25";"Chef de Projet";"79436.85";"2025-11-10";"EMBAUCHE"
"Paul";"Adam";"paul.adam@protonmail.com";"+33 6 75 92 30 95";"1979-09-15";"139 Avenue des Champs-Élysées";"59000";"Lille";"Bac+8 (Doctorat)";"8";"Chef de Projet";"58141.95";"2025-06-25";"REFUSE"
"Léa";"Perrot";"lea.perrot@gmail.com";"+33 6 27 20 94 65";"1991-03-25";"82 Rue Jean Moulin";"69003";"Lyon";"Bac+5 (Master/Ingénieur)";"13";"Comptable";"76536.62";"2025-08-22";"EN_COURS"
"Christian";"Chevalier";"christian.chevalier@gmail.com";"+33 6 68 27 66 69";"1976-08-27";"143 Boulevard de la Marne";"06400";"Cannes";"CAP/BEP";"22";"Ingénieur Machine Learning";"69507.39";"2025-11-19";"ENTRETIEN"
"Aurélie";"Fournier";"aurelie-fournier@yahoo.fr";"+33 6 13 57 94 70";"2004-08-17";"5 Rue Jean Moulin";"49000";"Angers";"Bac+3 (Licence)";"22";"Data Engineer";"33421.01";"2025-03-12";"ENTRETIEN"
"Morgane";"Lacroix";"morgane-lacroix@outlook.fr";"+33 6 76 31 52 18";"1985-08-27";"13 Impasse des Lilas";"64100";"Bayonne";"Bac+3 (Licence)";"8";"Responsable RH";"65059.85";"2026-02-24";"EMBAUCHE"
"Florence";"Chevalier";"florence-chevalier@hotmail.fr";"+33 6 65 82 97 40";"1993-06-01";"49 Boulevard Saint-Germain";"83000";"Toulon";"MBA";"4";"Consultant BI";"59396.21";"2025-08-17";"REFUSE"
"Sébastien";"Bernard";"sebastienbernard@outlook.fr";"+33 6 73 36 33 26";"2004-11-07";"78 Rue des Écoles";"83000";"Toulon";"Bac+5 (Master/Ingénieur)";"0";"Comptable";"29415.27";"2025-05-20";"ENTRETIEN"
"Pascale";"Guérin";"pascale.guerin@hotmail.fr";"+33 6 31 73 87 27";"1983-10-13";"127 Rue de Rivoli";"13001";"Marseille";"Bac+8 (Doctorat)";"5";"Analyste Données";"72073.08";"2025-04-12";"EN_COURS"
"Chloé";"Maréchal";"chloe-marechal@gmail.com";"+33 6 78 43 46 40";"1984-04-15";"38 Impasse des Lilas";"69100";"Villeurbanne";"Bac Pro";"4";"Architecte Cloud";"66681.85";"2025-10-20";"OFFRE"
"Émilie";"Morel";"emilie-morel@hotmail.fr";"+33 6 83 59 56 57";"1979-07-08";"127 Rue du Commerce";"76000";"Rouen";"MBA";"20";"Juriste";"81544.44";"2025-12-14";"REFUSE"
"Véronique";"Legrand";"veronique.legrand@gmail.com";"+33 6 74 97 66 21";"2003-11-04";"38 Rue de la République";"29200";"Brest";"Bac+5 (Master/Ingénieur)";"24";"Product Owner";"64929.74";"2025-07-21";"OFFRE"
"Jérôme";"Lefèvre";"jeromelefevre@yahoo.fr";"+33 6 45 59 96 46";"1980-03-06";"103 Rue Jean Moulin";"38000";"Grenoble";"CAP/BEP";"12";"Comptable";"65850.61";"2025-06-20";"ENTRETIEN"
"Jeanne";"Lefèvre";"jeanne-lefevre@gmail.com";"+33 6 64 92 28 45";"1992-03-14";"61 Place du Marché";"13008";"Marseille";"Bac+2 (BTS/DUT)";"18";"DevOps";"34376.32";"2026-01-21";"EN_COURS"
"Alexandre";"Delmas";"alexandre-delmas@protonmail.com";"+33 6 71 86 94 49";"1978-03-13";"20 Rue Victor Hugo";"83000";"Toulon";"Bac Pro";"9";"Juriste";"45000.55";"2025-08-12";"ENTRETIEN"
"Laetitia";"Fleury";"laetitia.fleury@yahoo.fr";"+33 6 66 15 57 70";"1990-06-17";"76 Boulevard Haussmann";"42000";"Saint-Étienne";"Bac+5 (Master/Ingénieur)";"16";"Ingénieur Machine Learning";"45506.73";"2025-11-02";"EN_COURS"
"Mathieu";"Vincent";"mathieuvincent@outlook.fr";"+33 6 86 52 18 79";"1989-06-30";"144 Rue de la Gare";"84000";"Avignon";"Bac+8 (Doctorat)";"12";"Scrum Master";"32864.46";"2025-07-14";"REFUSE"
"Marie";"Caron";"mariecaron@protonmail.com";"+33 6 24 49 86 17";"1982-09-16";"109 Rue de la Gare";"37000";"Tours";"Bac Pro";"3";"Commercial";"49156.89";"2025-05-23";"OFFRE"
"Bernard";"Roussel";"bernardroussel@protonmail.com";"+33 6 64 83 15 77";"1976-06-11";"40 Boulevard Voltaire";"75001";"Paris";"MBA";"15";"Juriste";"57312.81";"2025-03-24";"EN_COURS"
"Sylvain";"Lecomte";"sylvain-lecomte@outlook.fr";"+33 6 26 73 44 87";"1986-01-19";"76 Avenue de la Liberté";"66000";"Perpignan";"Bac+5 (Master/Ingénieur)";"5";"Consultant BI";"56739.31";"2025-02-02";"ENTRETIEN"
"Étienne";"Sanchez";"etiennesanchez@outlook.fr";"+33 6 48 88 88 39";"1984-04-07";"81 Avenue de Verdun";"31000";"Toulouse";"CAP/BEP";"22";"Chargé de Communication";"80294.91";"2025-03-11";"EN_COURS"
"Philippe";"Lefebvre";"philippe.lefebvre@hotmail.fr";"+33 6 46 27 63 39";"1984-01-18";"123 Chemin du Moulin";"30000";"Nîmes";"CAP/BEP";"5";"Product Owner";"81575.36";"2025-06-06";"ENTRETIEN"
"Morgane";"Clément";"morgane-clement@hotmail.fr";"+33 6 13 57 12 94";"1991-10-11";"94 Rue de la Gare";"87000";"Limoges";"MBA";"18";"Ingénieur Machine Learning";"48543.89";"2025-04-11";"REFUSE"
"Franck";"Carlier";"franckcarlier@gmail.com";"+33 6 77 90 93 95";"2001-06-03";"66 Avenue des Champs-Élysées";"95100";"Argenteuil";"Bac+5 (Master/Ingénieur)";"8";"Scrum Master";"84353.87";"2025-05-09";"ENTRETIEN"
"Léa";"Rey";"learey@gmail.com";"+33 6 78 84 34 56";"1982-10-16";"94 Rue des Écoles";"75020";"Paris";"Bac+3 (Licence)";"1";"Ingénieur Machine Learning";"49968.61";"2025-10-06";"EN_COURS"
"Étienne";"Faure";"etienne-faure@outlook.fr";"+33 6 13 28 45 45";"2000-07-28";"31 Boulevard Haussmann";"17000";"La Rochelle";"Bac+8 (Doctorat)";"22";"Chef de Projet";"70784.02";"2025-09-15";"EN_COURS"
"Hélène";"Noel";"helene-noel@hotmail.fr";"+33 6 41 98 62 81";"1992-05-20";"94 Avenue des Champs-Élysées";"45000";"Orléans";"Bac+8 (Doctorat)";"0";"Data Engineer";"41658.54";"2025-12-25";"ENTRETIEN"
"Frédéric";"Morin";"fredericmorin@yahoo.fr";"+33 6 13 45 49 99";"2005-01-31";"128 Place du Marché";"30000";"Nîmes";"CAP/BEP";"3";"Développeur Full-Stack";"74989.19";"2025-12-05";"EMBAUCHE"
"Philippe";"Vidal";"philippe.vidal@gmail.com";"+33 6 10 24 93 23";"2003-12-04";"23 Rue de Rivoli";"51100";"Reims";"Bac+5 (Master/Ingénieur)";"16";"Responsable RH";"56839.9";"2025-07-30";"REFUSE"
"Stéphanie";"Boulanger";"stephanie.boulanger@hotmail.fr";"+33 6 27 92 30 50";"2004-03-25";"43 Allée des Tilleuls";"95100";"Argenteuil";"Bac+2 (BTS/DUT)";"3";"Data Engineer";"63107.15";"2025-09-15";"ENTRETIEN"
"Guillaume";"Simon";"guillaume.simon@hotmail.fr";"+33 6 76 98 27 72";"2004-06-02";"97 Rue du Faubourg Saint-Honoré";"31000";"Toulouse";"Bac+3 (Licence)";"11";"Product Owner";"35246.27";"2025-08-14";"OFFRE"
"Marie";"Faure";"marie.faure@gmail.com";"+33 6 67 24 78 98";"1996-09-29";"4 Avenue de Verdun";"64100";"Bayonne";"Bac+2 (BTS/DUT)";"0";"Développeur Full-Stack";"57388.93";"2025-05-20";"EMBAUCHE"
"Florence";"Clément";"florence.clement@yahoo.fr";"+33 6 11 37 56 95";"2001-03-11";"142 Boulevard Gambetta";"64100";"Bayonne";"CAP/BEP";"24";"Responsable RH";"63118.59";"2025-05-22";"REFUSE"
"Thérèse";"Muller";"therese-muller@protonmail.com";"+33 6 66 74 94 85";"1985-11-10";"40 Boulevard Voltaire";"95100";"Argenteuil";"CAP/BEP";"24";"Comptable";"69534.43";"2025-11-20";"EN_COURS"
"Valérie";"Boyer";"valerie-boyer@yahoo.fr";"+33 6 58 60 95 90";"1996-07-01";"112 Rue du Commerce";"34000";"Montpellier";"Bac+3 (Licence)";"21";"Juriste";"69959.46";"2025-09-20";"ENTRETIEN"
"Mélanie";"Adam";"melanie-adam@hotmail.fr";"+33 6 79 99 29 47";"1989-08-09";"78 Boulevard Gambetta";"25000";"Besançon";"MBA";"10";"Data Engineer";"50453.71";"2025-04-04";"EMBAUCHE"
"Sarah";"Clément";"sarah-clement@hotmail.fr";"+33 6 47 98 75 47";"1991-06-02";"77 Rue de la Paix";"34000";"Montpellier";"MBA";"11";"Analyste Données";"72769.57";"2025-07-31";"EMBAUCHE"
"Sébastien";"David";"sebastien.david@yahoo.fr";"+33 6 24 95 49 69";"1998-03-25";"61 Avenue de Verdun";"93200";"Saint-Denis";"Bac Pro";"1";"Chargé de Communication";"38843.7";"2025-08-19";"EN_COURS"
"Jacqueline";"Roussel";"jacqueline.roussel@yahoo.fr";"+33 6 31 72 47 21";"1998-06-13";"58 Rue de Rivoli";"51100";"Reims";"Bac+2 (BTS/DUT)";"23";"Architecte Cloud";"58131.9";"2025-11-20";"EN_COURS"
"Virginie";"Bernard";"virginiebernard@yahoo.fr";"+33 6 29 59 96 65";"2001-11-21";"63 Boulevard Voltaire";"86000";"Poitiers";"CAP/BEP";"14";"DevOps";"84763.18";"2025-06-07";"OFFRE"
"Nicole";"Aubert";"nicoleaubert@yahoo.fr";"+33 6 28 87 50 75";"2005-11-25";"25 Rue Pierre Curie";"33000";"Bordeaux";"Bac+3 (Licence)";"0";"Data Engineer";"40941.71";"2025-03-28";"REFUSE"
"Morgane";"Clément";"morganeclement@yahoo.fr";"+33 6 61 51 90 30";"2002-10-04";"23 Rue Pasteur";"06600";"Antibes";"Bac+8 (Doctorat)";"23";"Scrum Master";"75802.64";"2025-01-06";"EN_COURS"
"Bernard";"Perrin";"bernard.perrin@protonmail.com";"+33 6 87 12 41 16";"1989-04-12";"32 Boulevard Voltaire";"83000";"Toulon";"Bac+8 (Doctorat)";"21";"Commercial";"29234.02";"2026-01-18";"EN_COURS"
"Tanguy";"Durand";"tanguydurand@hotmail.fr";"+33 6 34 45 10 22";"2005-05-04";"118 Allée des Tilleuls";"80000";"Amiens";"Bac+3 (Licence)";"11";"Comptable";"28756.19";"2025-03-04";"REFUSE"
"Laetitia";"Bonnet";"laetitiabonnet@gmail.com";"+33 6 65 98 10 75";"1994-01-01";"131 Impasse des Lilas";"67000";"Strasbourg";"Bac+3 (Licence)";"19";"Data Engineer";"41892.53";"2025-04-08";"REFUSE"
"Sandrine";"Maréchal";"sandrinemarechal@gmail.com";"+33 6 71 28 69 44";"1998-06-02";"50 Rue de la République";"54000";"Nancy";"MBA";"2";"Ingénieur Machine Learning";"47625.52";"2026-02-22";"EN_COURS"
"Julie";"Garcia";"julie-garcia@gmail.com";"+33 6 85 58 92 87";"1990-07-22";"93 Rue Jean Moulin";"93100";"Montreuil";"Bac+5 (Master/Ingénieur)";"19";"Comptable";"32298.08";"2025-08-23";"OFFRE"
"Geneviève";"Giraud";"genevieve.giraud@hotmail.fr";"+33 6 43 25 65 33";"1989-06-27";"29 Rue Jean Moulin";"59000";"Lille";"Bac+8 (Doctorat)";"8";"Développeur Full-Stack";"64912.7";"2025-12-24";"EN_COURS"
"Joël";"Bonnet";"joelbonnet@gmail.com";"+33 6 44 57 98 69";"1993-09-13";"33 Rue de la Gare";"69001";"Lyon";"MBA";"17";"DevOps";"29174.89";"2025-12-05";"REFUSE"
"Marine";"Lemaître";"marine-lemaitre@gmail.com";"+33 6 43 29 50 38";"2002-07-01";"7 Rue de Rivoli";"87000";"Limoges";"Bac+8 (Doctorat)";"14";"Responsable RH";"55646.73";"2025-03-30";"EN_COURS"
"Morgane";"Gaillard";"morganegaillard@hotmail.fr";"+33 6 29 79 68 75";"1999-04-17";"100 Avenue Jean Jaurès";"64100";"Bayonne";"Bac+2 (BTS/DUT)";"1";"Chargé de Communication";"63681.41";"2025-02-10";"REFUSE"
"Théo";"Muller";"theomuller@protonmail.com";"+33 6 39 65 63 30";"1991-12-10";"97 Rue Pasteur";"59000";"Lille";"Bac+2 (BTS/DUT)";"17";"Chef de Projet";"82786.34";"2026-02-03";"EN_COURS"
"Julie";"Martin";"julie.martin@outlook.fr";"+33 6 53 53 82 54";"1997-11-16";"55 Rue Jean Moulin";"06000";"Nice";"MBA";"18";"Chargé de Communication";"63750.11";"2025-04-30";"EMBAUCHE"
"Stéphanie";"Delmas";"stephanie.delmas@gmail.com";"+33 6 55 99 21 79";"1991-03-10";"124 Avenue de Verdun";"75015";"Paris";"Bac Pro";"15";"Commercial";"35125.07";"2025-09-18";"EMBAUCHE"
"Yannick";"Rey";"yannickrey@gmail.com";"+33 6 98 74 66 11";"1983-01-12";"144 Avenue Jean Jaurès";"54000";"Nancy";"Bac+2 (BTS/DUT)";"1";"Responsable RH";"30808.05";"2025-09-28";"ENTRETIEN"
"Robert";"Rolland";"robert.rolland@outlook.fr";"+33 6 14 39 61 12";"1980-12-24";"8 Avenue Victor Hugo";"63000";"Clermont-Ferrand";"Bac+3 (Licence)";"15";"Analyste Données";"60111.2";"2025-07-25";"REFUSE"
"Stéphane";"Rey";"stephane-rey@gmail.com";"+33 6 26 74 17 70";"1979-02-24";"74 Rue Émile Zola";"35000";"Rennes";"Bac+5 (Master/Ingénieur)";"25";"Chargé de Communication";"52491.4";"2025-07-13";"OFFRE"
"Jacques";"Morel";"jacques.morel@outlook.fr";"+33 6 83 40 66 84";"1977-08-18";"130 Rue Pierre Curie";"06600";"Antibes";"MBA";"1";"Analyste Données";"43279.82";"2025-07-26";"EN_COURS"
"Marion";"Simon";"marion-simon@protonmail.com";"+33 6 85 31 37 52";"1978-06-12";"41 Avenue des Champs-Élysées";"78000";"Versailles";"Bac+3 (Licence)";"15";"Chargé de Communication";"39994.52";"2025-12-08";"REFUSE"
"Hugo";"Charpentier";"hugo-charpentier@protonmail.com";"+33 6 77 14 52 51";"2004-02-17";"77 Rue Pierre Curie";"69001";"Lyon";"Bac+5 (Master/Ingénieur)";"7";"Développeur Full-Stack";"33607.65";"2025-02-04";"OFFRE"
"Audrey";"Thomas";"audrey.thomas@yahoo.fr";"+33 6 27 97 19 17";"1984-12-14";"63 Avenue Jean Jaurès";"38000";"Grenoble";"Bac+3 (Licence)";"11";"Commercial";"66697.62";"2025-05-31";"REFUSE"
"Laurent";"Picard";"laurentpicard@yahoo.fr";"+33 6 36 71 54 57";"1982-05-04";"25 Rue de Rivoli";"51100";"Reims";"CAP/BEP";"17";"Consultant BI";"49881.67";"2026-02-27";"ENTRETIEN"
"Lucie";"Simon";"luciesimon@yahoo.fr";"+33 6 52 89 61 24";"1983-06-22";"76 Rue Émile Zola";"95100";"Argenteuil";"Bac+8 (Doctorat)";"10";"Comptable";"72986.83";"2025-06-23";"EN_COURS"
"Sarah";"Renaud";"sarahrenaud@protonmail.com";"+33 6 40 93 11 20";"1987-02-12";"46 Rue Pasteur";"69003";"Lyon";"Bac Pro";"4";"Analyste Données";"38295.19";"2025-03-08";"EMBAUCHE"
"François";"Morin";"francois-morin@gmail.com";"+33 6 25 63 78 82";"2000-07-14";"38 Rue Victor Hugo";"33000";"Bordeaux";"MBA";"3";"Responsable RH";"55733.11";"2025-02-13";"EN_COURS"
"Marguerite";"Lambert";"marguerite.lambert@gmail.com";"+33 6 50 72 17 52";"1990-04-17";"10 Rue Émile Zola";"37000";"Tours";"Bac+2 (BTS/DUT)";"8";"Chef de Projet";"74936.4";"2025-01-12";"EN_COURS"
"Charlotte";"Arnaud";"charlottearnaud@protonmail.com";"+33 6 83 25 95 75";"2000-07-11";"71 Rue de la Paix";"42000";"Saint-Étienne";"Bac+5 (Master/Ingénieur)";"4";"Juriste";"58337.89";"2025-03-07";"EN_COURS"
"Alain";"Perrot";"alain-perrot@yahoo.fr";"+33 6 20 14 75 47";"2000-07-21";"120 Rue de la Gare";"54000";"Nancy";"CAP/BEP";"13";"Ingénieur Machine Learning";"50334.81";"2025-03-13";"ENTRETIEN"
"David";"David";"david.david@outlook.fr";"+33 6 55 63 33 20";"1998-06-14";"120 Place de la Bastille";"93100";"Montreuil";"Bac+2 (BTS/DUT)";"23";"Juriste";"45703.88";"2025-12-30";"ENTRETIEN"
"Serge";"Hubert";"sergehubert@outlook.fr";"+33 6 87 69 69 29";"1978-09-24";"104 Rue du Faubourg Saint-Honoré";"13001";"Marseille";"CAP/BEP";"24";"Responsable RH";"71443.45";"2025-10-29";"EN_COURS"
"Marion";"Nguyen";"marion-nguyen@gmail.com";"+33 6 49 60 42 80";"1985-12-21";"129 Boulevard Saint-Germain";"93100";"Montreuil";"Bac+2 (BTS/DUT)";"15";"Chargé de Communication";"65586.76";"2025-06-19";"REFUSE"
"Bernard";"Giraud";"bernard-giraud@yahoo.fr";"+33 6 12 44 90 59";"1993-11-19";"52 Rue Jean Moulin";"45000";"Orléans";"CAP/BEP";"14";"Data Engineer";"79218.82";"2025-04-18";"REFUSE"
"Cédric";"Nguyen";"cedricnguyen@outlook.fr";"+33 6 24 72 45 74";"2001-07-12";"105 Avenue de la Liberté";"17000";"La Rochelle";"Bac+5 (Master/Ingénieur)";"7";"Data Engineer";"73180.41";"2025-03-16";"EN_COURS"
"Charles";"Fournier";"charlesfournier@yahoo.fr";"+33 6 63 68 38 47";"1976-05-26";"82 Boulevard de la Marne";"57000";"Metz";"Bac+3 (Licence)";"20";"Data Engineer";"55307.08";"2025-10-15";"EN_COURS"
"Dominique";"Boulanger";"dominique-boulanger@yahoo.fr";"+33 6 53 58 12 87";"2001-05-15";"120 Place du Marché";"21000";"Dijon";"CAP/BEP";"11";"Analyste Données";"84464.85";"2025-07-11";"ENTRETIEN"
"Martine";"Lacroix";"martine.lacroix@yahoo.fr";"+33 6 81 33 39 45";"2000-01-20";"141 Boulevard Saint-Germain";"78000";"Versailles";"Bac+2 (BTS/DUT)";"19";"Ingénieur Machine Learning";"58023.66";"2025-08-05";"EMBAUCHE"
"Laurent";"Carlier";"laurent.carlier@yahoo.fr";"+33 6 45 32 29 25";"1996-03-24";"40 Chemin du Moulin";"93200";"Saint-Denis";"Bac Pro";"13";"Responsable RH";"58506.44";"2025-12-22";"OFFRE"
"Inès";"Girard";"inesgirard@yahoo.fr";"+33 6 81 91 85 59";"2003-11-26";"148 Avenue de Verdun";"95100";"Argenteuil";"CAP/BEP";"7";"Chargé de Communication";"72275.14";"2025-05-25";"ENTRETIEN"
"Béatrice";"Colin";"beatrice.colin@protonmail.com";"+33 6 48 43 40 29";"1983-02-07";"26 Rue de la Gare";"75015";"Paris";"Bac+5 (Master/Ingénieur)";"21";"Développeur Full-Stack";"63247.47";"2025-07-07";"EN_COURS"
"Sabrina";"Dubois";"sabrina-dubois@gmail.com";"+33 6 19 54 46 74";"1979-12-21";"145 Boulevard de la Marne";"51100";"Reims";"CAP/BEP";"10";"Développeur Full-Stack";"49261.49";"2025-12-17";"EMBAUCHE"
"Nicole";"Legrand";"nicolelegrand@hotmail.fr";"+33 6 11 66 63 81";"1998-12-10";"59 Avenue de la Liberté";"29200";"Brest";"Bac+5 (Master/Ingénieur)";"22";"Développeur Full-Stack";"49759.37";"2026-01-03";"REFUSE"
"Delphine";"Boyer";"delphine.boyer@yahoo.fr";"+33 6 18 52 71 28";"1993-04-12";"85 Boulevard Voltaire";"45000";"Orléans";"CAP/BEP";"12";"Architecte Cloud";"82765.44";"2025-08-05";"EN_COURS"
"Stéphanie";"Bonnet";"stephaniebonnet@gmail.com";"+33 6 66 10 10 45";"1988-05-27";"107 Avenue des Champs-Élysées";"13100";"Aix-en-Provence";"CAP/BEP";"24";"Chargé de Communication";"67532.02";"2025-12-15";"EN_COURS"
"Véronique";"Roux";"veronique-roux@yahoo.fr";"+33 6 24 35 12 52";"1999-01-02";"102 Place de la Bastille";"75001";"Paris";"CAP/BEP";"0";"Juriste";"83793.41";"2025-02-02";"OFFRE"
"Maurice";"Pichon";"maurice-pichon@gmail.com";"+33 6 65 82 39 50";"1992-11-28";"28 Chemin du Moulin";"66000";"Perpignan";"CAP/BEP";"0";"Chargé de Communication";"37205.86";"2025-12-31";"EN_COURS"
"Yves";"Noel";"yvesnoel@gmail.com";"+33 6 21 50 50 78";"2001-08-02";"126 Rue Jean Moulin";"63000";"Clermont-Ferrand";"Bac+3 (Licence)";"16";"Chef de Projet";"41223.21";"2025-12-19";"OFFRE"
"Marie";"Henry";"mariehenry@protonmail.com";"+33 6 34 50 62 40";"1997-12-14";"121 Avenue des Champs-Élysées";"87000";"Limoges";"Bac+3 (Licence)";"12";"Data Engineer";"73488.8";"2025-10-27";"EN_COURS"
"Geneviève";"Roux";"genevieve-roux@yahoo.fr";"+33 6 64 79 70 54";"1976-08-21";"104 Place de la Bastille";"34000";"Montpellier";"Bac+3 (Licence)";"14";"Responsable RH";"61964.69";"2025-09-12";"EMBAUCHE"
"Geneviève";"Roux";"genevieve-roux@yahoo.fr";"+33 6 26 22 68 21";"1979-02-22";"107 Boulevard Gambetta";"69003";"Lyon";"Bac+5 (Master/Ingénieur)";"22";"Product Owner";"77333.11";"2025-06-20";"OFFRE"
"Adam";"Bonnet";"adambonnet@yahoo.fr";"+33 6 84 47 93 50";"1978-09-07";"84 Chemin du Moulin";"75015";"Paris";"Bac+3 (Licence)";"14";"Architecte Cloud";"72761.86";"2025-11-26";"EMBAUCHE"
"Lucie";"Perrot";"lucie-perrot@gmail.com";"+33 6 87 90 53 25";"2003-04-05";"66 Rue du Faubourg Saint-Honoré";"17000";"La Rochelle";"Bac+2 (BTS/DUT)";"2";"Développeur Full-Stack";"59485.45";"2026-01-11";"ENTRETIEN"
"Chloé";"Chevalier";"chloechevalier@protonmail.com";"+33 6 12 54 89 49";"1986-01-20";"52 Rue Pasteur";"69001";"Lyon";"Bac+3 (Licence)";"18";"Consultant BI";"77591.3";"2026-02-27";"REFUSE"
"Sabrina";"Fontaine";"sabrinafontaine@protonmail.com";"+33 6 19 93 77 35";"1985-01-13";"2 Avenue Victor Hugo";"17000";"La Rochelle";"Bac Pro";"8";"Ingénieur Machine Learning";"70084.03";"2025-12-28";"EN_COURS"
"Gabriel";"Guérin";"gabriel-guerin@protonmail.com";"+33 6 15 73 54 22";"1993-01-03";"127 Rue du Commerce";"68100";"Mulhouse";"Bac+8 (Doctorat)";"9";"Développeur Full-Stack";"31269.04";"2025-03-20";"ENTRETIEN"
"Delphine";"Noel";"delphine-noel@gmail.com";"+33 6 13 68 40 21";"1980-01-13";"93 Avenue des Champs-Élysées";"25000";"Besançon";"MBA";"8";"Responsable RH";"80908.72";"2025-09-30";"OFFRE"
"Lucienne";"Robin";"lucienne.robin@hotmail.fr";"+33 6 33 79 90 31";"1992-11-16";"134 Rue de Rivoli";"75020";"Paris";"Bac Pro";"25";"Comptable";"53761.55";"2026-01-22";"EN_COURS"
"Catherine";"Chevalier";"catherine-chevalier@yahoo.fr";"+33 6 15 78 77 67";"2004-09-17";"75 Avenue Foch";"51100";"Reims";"Bac+2 (BTS/DUT)";"20";"DevOps";"65887.15";"2025-09-04";"REFUSE"
"Thierry";"Barbier";"thierrybarbier@yahoo.fr";"+33 6 78 73 85 42";"1997-08-23";"3 Rue Nationale";"06000";"Nice";"Bac+2 (BTS/DUT)";"0";"Développeur Full-Stack";"72395.03";"2025-11-01";"REFUSE"
"Inès";"Robin";"inesrobin@yahoo.fr";"+33 6 64 10 72 53";"1993-09-17";"89 Place de la Bastille";"64100";"Bayonne";"CAP/BEP";"21";"Consultant BI";"37902.45";"2025-04-19";"REFUSE"
