"PRENOM";"NOM";"EMAIL_PRO";"TELEPHONE_PRO";"TELEPHONE_PERSO";"DATE_NAISSANCE";"LIEU_NAISSANCE";"GENRE";"NATIONALITE";"NIR";"NUMERO_PASSEPORT";"PERMIS_CONDUIRE";"ADRESSE";"CODE_POSTAL";"VILLE";"IBAN";"POSTE";"DEPARTEMENT";"DATE_EMBAUCHE";"TYPE_CONTRAT";"MANAGER_ID";"ACTIF"
"Serge";"Collet";"serge.collet@voltaire-analytics.fr";"+33 4 29 52 67 72";"+33 6 32 20 13 99";"1981-09-16";"Metz";"M";"Française";"181092447929419";"25BL86415";"2068691157";"131 Place du Marché";"68100";"Mulhouse";"FR7621020589065440812299721";"Coordinateur Transport";"Logistique";"2021-08-25";"CDI";"24";"True"
"Étienne";"Roux";"etienne.roux@voltaire-analytics.fr";"+33 1 71 35 26 80";"+33 6 49 28 43 77";"1982-09-18";"Saint-Denis";"M";"Française";"182098617658118";"78BV31247";"1235990599";"118 Boulevard Saint-Germain";"13001";"Marseille";"FR7660326512032621321334593";"Ingénieur R&D";"Recherche & Développement";"2023-01-23";"CDI";"3";"True"
"Estelle";"Jacquet";"estelle.jacquet@voltaire-analytics.fr";"+33 2 23 47 56 58";"+33 6 27 57 39 17";"1994-06-01";"Paris";"F";"Française";"294061828887140";"18HA11993";"2428978603";"73 Rue du Commerce";"13001";"Marseille";"FR7649631502951938413283446";"Auditeur Interne";"Comptabilité";"2022-03-15";"CDI";"44";"True"
"Jacqueline";"Lacroix";"jacquelinelacroix@voltaire-analytics.fr";"+33 2 27 71 70 13";"+33 6 94 26 64 16";"1971-01-03";"Toulon";"F";"Française";"271017347841086";"89UP90291";"8496930087";"48 Rue Nationale";"78000";"Versailles";"FR7662801980616837569363492";"Technicien Qualité";"Qualité";"2015-11-15";"CDI";"23";"True"
"Dominique";"Renaud";"dominiquerenaud@voltaire-analytics.fr";"+33 4 67 31 99 67";"+33 6 61 34 37 82";"1985-10-17";"Perpignan";"F";"Française";"285100496904243";"66DD90734";"4693735525";"92 Impasse des Lilas";"75020";"Paris";"FR7634119267952308023749718";"Trésorier";"Finance";"2024-02-19";"CDD";"1";"True"
"Lucie";"Berger";"lucie.berger@voltaire-analytics.fr";"+33 2 93 27 36 80";"+33 6 20 48 39 37";"1999-03-19";"Aix-en-Provence";"F";"Française";"299031044241666";"89VP50291";"9661572496";"125 Avenue des Champs-Élysées";"14000";"Caen";"FR7673928250049208543810477";"Technicien Qualité";"Qualité";"2025-01-24";"CDI";"8";"True"
"Nicole";"Legrand";"nicolelegrand@voltaire-analytics.fr";"+33 1 35 73 25 51";"+33 6 92 57 76 61";"2003-10-03";"Montpellier";"F";"Française";"203105230913466";"36MF49627";"5395476948";"74 Chemin du Moulin";"06400";"Cannes";"FR7659325861213942342904167";"Gestionnaire Paie";"Ressources Humaines";"2020-03-06";"CDI";"32";"True"
"Nathan";"Adam";"nathanadam@voltaire-analytics.fr";"+33 4 90 18 18 73";"+33 6 77 43 90 49";"1991-09-15";"Paris";"M";"Portugaise";"191090816075153";"72IY76710";"8752863922";"79 Rue Pierre Curie";"42000";"Saint-Étienne";"FR7640285678766241960076559";"Directeur Marketing";"Marketing";"2018-03-19";"CDI";"49";"True"
"Brigitte";"David";"brigittedavid@voltaire-analytics.fr";"+33 5 19 62 18 77";"+33 6 31 72 66 92";"1994-05-06";"Le Havre";"F";"Française";"294055847529620";"85NO77879";"4772897392";"61 Chemin du Moulin";"80000";"Amiens";"FR7641765941769862239699923";"Directeur R&D";"Recherche & Développement";"2018-07-25";"CDI";"21";"True"
"Gabriel";"Guérin";"gabrielguerin@voltaire-analytics.fr";"+33 3 53 94 66 86";"+33 6 68 91 13 68";"1977-04-05";"Cannes";"M";"Française";"177040848891564";"66UB50467";"9072626085";"7 Rue de la Paix";"33000";"Bordeaux";"FR7619337735612372602704343";"Chargé de Recrutement";"Ressources Humaines";"2020-04-12";"CDI";"23";"True"
"Joël";"Dufour";"joeldufour@voltaire-analytics.fr";"+33 3 58 67 98 26";"+33 6 43 16 56 56";"1988-11-19";"Saint-Denis";"M";"Française";"188118116733519";"23PP47842";"9199219435";"83 Rue de Rivoli";"29200";"Brest";"FR7695207628943692799048766";"Développeur";"Informatique";"2020-08-31";"CDD";"10";"True"
"Sophie";"Martin";"sophie-martin@voltaire-analytics.fr";"+33 3 83 61 15 68";"+33 6 30 58 53 30";"1972-03-11";"Paris";"F";"Portugaise";"272038811074290";"45QO64968";"1678987447";"113 Boulevard Saint-Germain";"59000";"Lille";"FR7659012143978754540112340";"DAF";"Finance";"2023-03-29";"CDI";"25";"True"
"Mathieu";"Durand";"mathieu-durand@voltaire-analytics.fr";"+33 1 64 54 15 60";"+33 6 82 59 90 24";"1974-01-13";"Cannes";"M";"Française";"174014393855447";"76II97745";"5431240943";"65 Avenue Foch";"63000";"Clermont-Ferrand";"FR7644653194621318986996414";"Auditeur Qualité";"Qualité";"2015-05-16";"CDI";"25";"True"
"Sylvie";"Boyer";"sylvie.boyer@voltaire-analytics.fr";"+33 2 33 22 56 25";"+33 6 99 69 50 25";"1977-03-16";"Villeurbanne";"F";"Française";"277036160581210";"32SN13599";"5397746656";"60 Boulevard Haussmann";"49000";"Angers";"FR7645469989643919107657444";"Attaché de Presse";"Communication";"2017-01-05";"CDI";"3";"True"
"Charles";"Brunet";"charles.brunet@voltaire-analytics.fr";"+33 2 28 81 69 42";"+33 6 89 86 52 74";"1978-10-25";"Strasbourg";"M";"Française";"178109441049960";"47FR62101";"1423764267";"101 Rue Jean Moulin";"64100";"Bayonne";"FR7694036717577240496895337";"Directeur Communication";"Communication";"2016-04-28";"CDI";"14";"True"
"David";"Leclercq";"david.leclercq@voltaire-analytics.fr";"+33 3 31 28 36 69";"+33 6 73 52 15 44";"1991-05-16";"Besançon";"M";"Française";"191050440866914";"40UF44595";"4576961598";"105 Avenue des Champs-Élysées";"51100";"Reims";"FR7646535243713453675429563";"Responsable Formation";"Ressources Humaines";"2023-02-13";"CDD";"21";"True"
"Sébastien";"Lacroix";"sebastienlacroix@voltaire-analytics.fr";"+33 5 70 17 26 25";"+33 6 48 95 58 19";"1970-12-22";"Villeurbanne";"M";"Française";"170127985076335";"14JP97738";"5822223950";"110 Allée des Tilleuls";"06000";"Nice";"FR7694999950916148664429243";"DSI";"Informatique";"2021-08-01";"CDD";"49";"True"
"Catherine";"Girard";"catherinegirard@voltaire-analytics.fr";"+33 4 68 14 52 11";"+33 6 36 51 62 31";"1993-07-25";"Tours";"F";"Marocaine";"293072477228178";"60VI52663";"6011612194";"92 Boulevard de la Marne";"45000";"Orléans";"FR7621327211448982260361614";"Graphiste";"Communication";"2018-08-04";"CDD";"47";"True"
"Audrey";"Perrot";"audrey.perrot@voltaire-analytics.fr";"+33 1 19 72 75 53";"+33 6 24 33 54 87";"1972-04-24";"Nantes";"F";"Française";"272048846618373";"84CM88230";"4733423822";"37 Rue Pierre Curie";"31000";"Toulouse";"FR7655632423434670599757719";"Gestionnaire Stock";"Logistique";"2018-09-15";"CDD";"31";"False"
"Alice";"Fontaine";"alicefontaine@voltaire-analytics.fr";"+33 4 30 30 95 43";"+33 6 56 76 76 40";"1984-08-31";"Brest";"F";"Française";"284080251260074";"81GH96886";"4617994528";"50 Rue Pasteur";"67000";"Strasbourg";"FR7677009385922561439509055";"Acheteur";"Achats";"2024-07-21";"CDI";"34";"True"
"Aurélien";"Dubois";"aurelien-dubois@voltaire-analytics.fr";"+33 5 57 63 52 40";"+33 6 16 13 16 33";"1967-10-27";"Nice";"M";"Française";"167106337401491";"88GW63630";"9412643504";"2 Rue de la Gare";"87000";"Limoges";"FR7630367834414021790245538";"Directeur Juridique";"Juridique";"2017-12-20";"CDI";"8";"True"
"Léa";"Giraud";"leagiraud@voltaire-analytics.fr";"+33 2 84 32 90 28";"+33 6 97 62 74 89";"1991-09-27";"Mulhouse";"F";"Française";"291094226716253";"73NX26510";"8851335333";"147 Boulevard de la Marne";"63000";"Clermont-Ferrand";"FR7676946380841132875607196";"Juriste";"Juridique";"2023-12-14";"Alternance";"6";"True"
"Virginie";"Colin";"virginie.colin@voltaire-analytics.fr";"+33 4 19 95 74 13";"+33 6 85 74 13 86";"1980-04-04";"Rouen";"F";"Française";"280049306427073";"12TG40293";"6039694847";"69 Rue Victor Hugo";"06000";"Nice";"FR7649601531633074066668633";"DPO";"Juridique";"2021-10-02";"CDI";"25";"True"
"Léa";"Lefèvre";"lea.lefevre@voltaire-analytics.fr";"+33 1 50 54 40 28";"+33 6 50 16 22 60";"1976-06-24";"Caen";"F";"Française";"276062579689519";"33SO43240";"5626207231";"102 Avenue Jean Jaurès";"17000";"La Rochelle";"FR7618977653238303254505661";"Analyste Financier";"Finance";"2024-05-05";"CDI";"21";"True"
"Jade";"Berger";"jade.berger@voltaire-analytics.fr";"+33 3 69 51 29 92";"+33 6 83 61 60 49";"1982-09-28";"Marseille";"F";"Française";"282098809652542";"20GE96291";"1086080392";"147 Rue du Faubourg Saint-Honoré";"67000";"Strasbourg";"FR7686408214384666758701161";"Commercial Terrain";"Commercial";"2024-08-25";"CDI";"27";"False"
"Anne";"Chevalier";"anne-chevalier@voltaire-analytics.fr";"+33 4 93 56 55 89";"+33 6 89 84 19 86";"1987-03-21";"Aix-en-Provence";"F";"Française";"287037545441691";"17XF28076";"3573457934";"147 Chemin du Moulin";"83000";"Toulon";"FR7685150555422583246212047";"Auditeur Interne";"Comptabilité";"2022-06-23";"CDI";"18";"True"
"Alexandre";"Perrot";"alexandre.perrot@voltaire-analytics.fr";"+33 4 29 65 35 25";"+33 6 73 69 70 44";"1972-06-15";"Saint-Étienne";"M";"Française";"172061918614973";"22FV49520";"2628071529";"50 Boulevard Gambetta";"87000";"Limoges";"FR7622143975761247535988939";"Chef de Projet IT";"Informatique";"2017-04-15";"CDI";"21";"True"
"Clémence";"Legrand";"clemencelegrand@voltaire-analytics.fr";"+33 5 51 11 74 36";"+33 6 40 31 70 22";"2003-02-17";"Toulon";"F";"Française";"203024121375470";"51CG51658";"9381553093";"76 Rue de la République";"86000";"Poitiers";"FR7618577676052272615068187";"Directeur R&D";"Recherche & Développement";"2025-01-09";"Stage";"15";"False"
"Élodie";"Arnaud";"elodiearnaud@voltaire-analytics.fr";"+33 1 99 55 43 37";"+33 6 41 91 91 74";"1996-10-05";"Grenoble";"F";"Française";"296103911149779";"62RS28447";"9834681970";"139 Rue de Rivoli";"63000";"Clermont-Ferrand";"FR7684660945374747716428953";"Responsable Qualité";"Qualité";"2016-12-12";"Alternance";"20";"True"
"Marion";"Maréchal";"marion.marechal@voltaire-analytics.fr";"+33 5 94 92 75 20";"+33 6 64 32 57 47";"1977-06-13";"Nancy";"F";"Française";"277062611094308";"48KH64818";"5326745853";"133 Rue du Commerce";"33000";"Bordeaux";"FR7624546392337190883535298";"Chef de Projet IT";"Informatique";"2015-12-01";"CDI";"28";"True"
"Éric";"Arnaud";"ericarnaud@voltaire-analytics.fr";"+33 1 71 95 98 40";"+33 6 58 70 20 26";"1981-11-17";"Versailles";"M";"Française";"181113449600545";"63TY59134";"4023103682";"117 Avenue de Verdun";"69001";"Lyon";"FR7679290879636449226136889";"Ingénieur Méthodes";"Qualité";"2016-07-29";"Stage";"28";"True"
"Henri";"Laurent";"henrilaurent@voltaire-analytics.fr";"+33 4 31 88 35 18";"+33 6 88 23 92 58";"1964-05-08";"Tours";"M";"Française";"164057194890765";"90OK83164";"5953259517";"4 Rue Jean Moulin";"51100";"Reims";"FR7625338896303070460592191";"Commercial Terrain";"Commercial";"2017-10-07";"Alternance";"29";"False"
"Yves";"Masson";"yves.masson@voltaire-analytics.fr";"+33 4 24 47 39 79";"+33 6 44 16 39 87";"1965-01-23";"Amiens";"M";"Française";"165011786638824";"71KJ55310";"6680156499";"15 Avenue Foch";"93100";"Montreuil";"FR7648570216672828796504755";"Directeur Communication";"Communication";"2021-11-30";"CDI";"13";"True"
"Xavier";"Mathieu";"xaviermathieu@voltaire-analytics.fr";"+33 3 30 74 76 33";"+33 6 34 24 36 29";"1976-07-06";"Argenteuil";"M";"Française";"176075549852549";"37JG57046";"7871197299";"28 Boulevard de la Marne";"14000";"Caen";"FR7689491707186783661934341";"Coordinateur Transport";"Logistique";"2020-09-27";"Alternance";"46";"True"
"Gabriel";"Navarro";"gabrielnavarro@voltaire-analytics.fr";"+33 3 39 72 98 62";"+33 6 35 63 61 32";"1981-09-05";"Metz";"M";"Française";"181091307947312";"24ZN58616";"3767460729";"86 Rue Nationale";"64000";"Pau";"FR7635594893636603925982295";"Technicien";"Production";"2020-08-20";"CDD";"9";"True"
"Bernard";"Perrot";"bernardperrot@voltaire-analytics.fr";"+33 4 29 76 52 51";"+33 6 98 90 45 25";"1984-03-09";"Caen";"M";"Algérienne";"184032771885317";"88JH21160";"4929916754";"19 Rue Nationale";"44000";"Nantes";"FR7643086506358745189660861";"Compliance Officer";"Juridique";"2016-08-25";"CDI";"10";"True"
"Élodie";"Robert";"elodie-robert@voltaire-analytics.fr";"+33 1 57 30 95 98";"+33 6 72 91 98 69";"1968-10-10";"Paris";"F";"Tunisienne";"268102637825845";"69NM40338";"1685963397";"126 Avenue Jean Jaurès";"68100";"Mulhouse";"FR7620081974381276923726784";"Secrétaire Général";"Direction Générale";"2022-11-23";"CDI";"50";"True"
"Françoise";"Deschamps";"francoise.deschamps@voltaire-analytics.fr";"+33 2 45 62 23 56";"+33 6 15 44 25 18";"1981-11-02";"Paris";"F";"Française";"281116615757895";"29EB87009";"2863302811";"54 Rue de la Gare";"64000";"Pau";"FR7613719105738807965612998";"Directeur Commercial";"Commercial";"2015-09-20";"CDD";"6";"True"
"Léa";"Philippe";"leaphilippe@voltaire-analytics.fr";"+33 1 54 57 51 26";"+33 6 40 71 74 34";"1973-01-30";"Argenteuil";"F";"Française";"273010425962855";"73LP48398";"5073207068";"73 Rue de Rivoli";"76600";"Le Havre";"FR7660092403943660981453441";"Technicien Qualité";"Qualité";"2024-12-01";"CDD";"27";"True"
"David";"Navarro";"david-navarro@voltaire-analytics.fr";"+33 5 35 16 81 27";"+33 6 47 21 36 15";"1998-12-14";"Brest";"M";"Tunisienne";"198120741667835";"42VX44464";"8416882063";"145 Rue de la République";"30000";"Nîmes";"FR7648097255657856997229297";"Juriste";"Juridique";"2017-04-15";"CDI";"44";"True"
"Charles";"Garcia";"charlesgarcia@voltaire-analytics.fr";"+33 2 22 90 78 30";"+33 6 21 59 95 12";"1964-07-18";"Brest";"M";"Portugaise";"164078619358365";"31HC79217";"5887394248";"22 Allée des Tilleuls";"69003";"Lyon";"FR7613574813061828515475829";"Attaché de Presse";"Communication";"2025-04-19";"CDI";"16";"True"
"Marie";"Hamon";"mariehamon@voltaire-analytics.fr";"+33 2 95 55 67 87";"+33 6 50 40 55 64";"1990-05-03";"Saint-Étienne";"F";"Française";"290058506692669";"18TU99338";"3468498734";"116 Chemin du Moulin";"64100";"Bayonne";"FR7634224785994174278095385";"Opérateur";"Production";"2016-10-27";"CDI";"2";"True"
"Béatrice";"Vincent";"beatrice.vincent@voltaire-analytics.fr";"+33 2 19 70 91 54";"+33 6 89 19 43 51";"2003-10-10";"Nancy";"F";"Française";"203100661665912";"13UG91539";"9671273227";"134 Rue Jean Moulin";"31000";"Toulouse";"FR7659323907029264174037153";"Chef Comptable";"Comptabilité";"2015-04-11";"CDI";"46";"True"
"Christian";"Robin";"christian-robin@voltaire-analytics.fr";"+33 2 47 79 95 16";"+33 6 32 98 48 83";"1986-10-07";"Clermont-Ferrand";"M";"Française";"186106763158979";"31HR57473";"8067896415";"47 Rue de la Paix";"06600";"Antibes";"FR7619624102114998658392549";"Coordinateur Transport";"Logistique";"2020-07-05";"CDI";"1";"True"
"Ludovic";"Schmitt";"ludovic.schmitt@voltaire-analytics.fr";"+33 2 96 27 31 23";"+33 6 93 67 68 52";"1976-08-15";"Argenteuil";"M";"Française";"176080713835314";"42XU88249";"7750450269";"7 Avenue Victor Hugo";"13001";"Marseille";"FR7633061108174732814753123";"Responsable SAV";"Service Client";"2017-07-29";"CDI";"9";"True"
"Rémi";"Brunet";"remi.brunet@voltaire-analytics.fr";"+33 5 53 67 51 55";"+33 6 24 29 65 37";"1983-06-11";"Paris";"M";"Française";"183068305850628";"87NY95882";"3744871130";"41 Rue Nationale";"34000";"Montpellier";"FR7623562712056749726780965";"Acheteur";"Achats";"2016-04-28";"Alternance";"32";"True"
"Olivier";"Roussel";"olivier-roussel@voltaire-analytics.fr";"+33 5 54 81 32 91";"+33 6 89 57 60 54";"1986-05-20";"Nantes";"M";"Française";"186050959497855";"31TX52751";"8615515959";"146 Rue Lafayette";"06400";"Cannes";"FR7648927198415187896290673";"Responsable Grands Comptes";"Commercial";"2023-07-15";"CDI";"13";"True"
"Léo";"Nguyen";"leo-nguyen@voltaire-analytics.fr";"+33 5 55 79 64 49";"+33 6 73 65 63 84";"1988-02-28";"Avignon";"M";"Française";"188024269450976";"72XA52147";"2578255345";"102 Avenue de la Liberté";"75020";"Paris";"FR7688522861622003781030222";"Directeur Commercial";"Commercial";"2018-07-06";"CDI";"22";"True"
"Chloé";"Picard";"chloe-picard@voltaire-analytics.fr";"+33 4 88 73 89 55";"+33 6 15 79 16 48";"1973-05-02";"Clermont-Ferrand";"F";"Française";"273055386000711";"98UM38884";"7440792928";"9 Chemin du Moulin";"30000";"Nîmes";"FR7648764233962897314562669";"Directeur Commercial";"Commercial";"2024-08-19";"CDD";"41";"True"
"Antoine";"Mathieu";"antoine.mathieu@voltaire-analytics.fr";"+33 1 33 38 81 11";"+33 6 32 84 96 46";"1992-04-25";"Versailles";"M";"Française";"192044990086376";"27PM41913";"5126093374";"119 Place de la Bastille";"66000";"Perpignan";"FR7687347717732129595821650";"Directeur R&D";"Recherche & Développement";"2016-06-22";"CDI";"22";"True"
"Aurélien";"Perrin";"aurelien.perrin@voltaire-analytics.fr";"+33 2 52 74 94 47";"+33 6 83 87 90 87";"1973-08-10";"Argenteuil";"M";"Française";"173080944460584";"54HL94558";"9267000182";"141 Chemin du Moulin";"31000";"Toulouse";"FR7672060954955586831687020";"DAF";"Finance";"2021-05-29";"CDI";"5";"True"
"Marion";"Brunet";"marion.brunet@voltaire-analytics.fr";"+33 1 25 20 46 87";"+33 6 64 40 36 64";"1966-01-25";"Paris";"F";"Française";"266017355662507";"22BK97746";"1057283885";"100 Impasse des Lilas";"54000";"Nancy";"FR7623368910617294020230193";"DSI";"Informatique";"2015-04-25";"CDD";"24";"True"
"Yves";"Carlier";"yves-carlier@voltaire-analytics.fr";"+33 3 86 44 31 21";"+33 6 12 48 30 12";"1973-11-26";"Perpignan";"M";"Marocaine";"173113883409293";"75FR92206";"6263777324";"10 Rue Émile Zola";"68100";"Mulhouse";"FR7670976817213337725305051";"Directeur Commercial";"Commercial";"2022-12-02";"CDI";"8";"True"
"Joël";"Lambert";"joel-lambert@voltaire-analytics.fr";"+33 3 67 69 10 66";"+33 6 84 58 94 13";"1965-10-02";"Poitiers";"M";"Française";"165105209593083";"95NS46122";"2445442615";"44 Rue Émile Zola";"69001";"Lyon";"FR7681037444133816039562158";"Approvisionneur";"Achats";"2025-12-20";"CDD";"24";"True"
"Cédric";"Schmitt";"cedricschmitt@voltaire-analytics.fr";"+33 1 98 62 84 89";"+33 6 26 27 63 86";"1966-08-07";"Avignon";"M";"Française";"166081584138422";"59SV98000";"4214802216";"135 Impasse des Lilas";"75008";"Paris";"FR7633343751862470904909012";"DGA";"Direction Générale";"2022-12-24";"CDI";"5";"True"
"Lucienne";"Moulin";"luciennemoulin@voltaire-analytics.fr";"+33 4 84 24 52 70";"+33 6 36 43 86 43";"1964-09-17";"Strasbourg";"F";"Française";"264097235595048";"91VN36271";"3689969555";"132 Chemin du Moulin";"68100";"Mulhouse";"FR7645202876282156509925741";"Coordinateur";"Service Client";"2024-12-26";"CDD";"32";"True"
"Marcel";"David";"marceldavid@voltaire-analytics.fr";"+33 2 39 70 88 51";"+33 6 95 30 36 35";"2000-01-07";"Saint-Étienne";"M";"Française";"100013117128321";"20UO11632";"9588066331";"126 Boulevard Gambetta";"06000";"Nice";"FR7673590888654185259302741";"Coordinateur";"Service Client";"2023-07-08";"CDD";"42";"True"
"Thomas";"Carlier";"thomas.carlier@voltaire-analytics.fr";"+33 2 16 74 28 33";"+33 6 16 49 46 76";"1991-01-18";"Avignon";"M";"Française";"191019224588319";"50DT74331";"7526457386";"91 Rue Pasteur";"51100";"Reims";"FR7624602145075209589730928";"Chercheur";"Recherche & Développement";"2026-02-13";"CDI";"2";"True"
"Xavier";"Henry";"xavier.henry@voltaire-analytics.fr";"+33 2 45 22 73 15";"+33 6 25 79 93 38";"1966-01-05";"Montreuil";"M";"Française";"166011324550767";"73VI37474";"4215857943";"88 Place du Marché";"75020";"Paris";"FR7697499719963394003265152";"Responsable SAV";"Service Client";"2020-08-01";"CDI";"16";"False"
"Bruno";"Colin";"bruno.colin@voltaire-analytics.fr";"+33 2 16 20 90 52";"+33 6 29 88 98 72";"1976-07-31";"Aix-en-Provence";"M";"Française";"176077137729582";"61FC22112";"5985779910";"14 Rue du Commerce";"93100";"Montreuil";"FR7631512157092938815521023";"Acheteur";"Achats";"2018-01-02";"CDI";"50";"True"
"Inès";"Robin";"ines.robin@voltaire-analytics.fr";"+33 5 26 24 99 41";"+33 6 52 15 91 22";"1999-07-09";"Rennes";"F";"Française";"299073526394726";"87MR86017";"5114539669";"145 Boulevard Haussmann";"31000";"Toulouse";"FR7679027473954690869748355";"Architecte Cloud";"Informatique";"2025-03-22";"CDD";"18";"True"
"Dominique";"Schmitt";"dominique.schmitt@voltaire-analytics.fr";"+33 1 46 72 42 49";"+33 6 26 96 23 67";"1966-09-11";"Nîmes";"F";"Française";"266095323758305";"42SA44456";"5964620311";"78 Place de la Bastille";"76600";"Le Havre";"FR7649998651347598403269649";"Directeur Logistique";"Logistique";"2023-12-14";"CDI";"21";"True"
"Mireille";"Chevalier";"mireille-chevalier@voltaire-analytics.fr";"+33 1 81 88 39 13";"+33 6 42 40 20 70";"1979-03-11";"Le Havre";"F";"Portugaise";"279032007924404";"86DH67260";"9993760235";"135 Rue de la République";"51100";"Reims";"FR7690641381357651906257971";"Attaché de Presse";"Communication";"2023-05-24";"CDD";"29";"True"
